94.182.227.180/32,khwarizmi-foundation.com,1399.07.02
94.182.227.181/32,khwarizmi-foundation.com,1399.07.02
85.208.255.81/32,khwarizmi-foundation.com,1399.07.02
185.142.159.130/32,lms.ikiu.ac.ir,1399.07.02
185.142.156.73/32,ac.aminidc.com,1399.07.02
185.142.156.74/32,ac.aminidc.com,1399.07.02
5.63.11.106/32,dl.valiasr-aj.com,1399.07.02
94.182.52.82/32,ecent2.guilan.ac.ir,1399.07.02
94.182.52.81/32,vu1.guilan.ac.ir,1399.07.02
171.22.26.131/32,badiran-spiral.com,1399.07.02
185.128.136.232/32,madahonline.ir,1399.07.02
78.157.59.71/32,cdn12.vr-tops.ir,1399.07.02
78.157.59.71/32,cdn13.vr-tops.ir,1399.07.02
78.157.59.71/32,dl1.zoopix.ir,1399.07.02
185.120.220.219/32,vr-tops.ir,1399.07.02
78.157.59.71/32,4k.vr-tops.ir,1399.07.02
78.157.59.71/32,movies.vr-tops.ir,1399.07.02
5.144.133.237/32,live1.mdmd.ir,1399.07.02
5.144.133.241/32,live2.mdmd.ir,1399.07.02
185.105.101.93/32,fcdn7.salamcinama.ir,1399.07.02
185.143.234.5/32,architectsalam.ir,1399.07.02
212.16.77.179/32,blue6.aut.ac.ir,1399.07.02
185.211.89.24/32,blue2.aut.ac.ir,1399.07.02
185.211.89.25/32,blue3.aut.ac.ir,1399.07.02
212.16.77.228/32,blue4.aut.ac.ir,1399.07.02
185.211.89.28/32,blue5.aut.ac.ir,1399.07.02
212.33.193.76/32,dl2.soft98.ir,1399.07.02
95.80.190.33/32,tabrizu.ac.ir,1399.07.02
80.191.200.83/32,simap.tabrizu.ac.ir,1399.07.02
95.80.190.83/32,simap.tabrizu.ac.ir,1399.07.02
80.191.200.33/32,tabrizu.ac.ir,1399.07.02
80.191.200.86/32,journals.tabrizu.ac.ir,1399.07.02
95.80.190.86/32,journals.tabrizu.ac.ir,1399.07.02
95.80.190.61/32,didgah5.tabrizu.ac.ir,1399.07.02
80.191.200.62/32,didgah.tabrizu.ac.ir,1399.07.02
80.191.200.61/32,didgah5.tabrizu.ac.ir,1399.07.02
95.80.190.62/32,didgah.tabrizu.ac.ir,1399.07.02
80.191.200.18/32,asatid.tabrizu.ac.ir,1399.07.02
95.80.190.18/32,asatid.tabrizu.ac.ir,1399.07.02
185.116.161.12/32,billboard-app.ir,1399.07.02
95.80.190.52/32,vc3.tabrizu.ac.ir,1399.07.02
78.38.114.7/32,vu.velayat.ac.ir/,1399.07.01
213.232.125.166/31,213.232.125.166,1399.07.01
213.232.124.232/29,213.232.124.232,1399.07.01
185.211.89.22/32,blue.aut.ac.ir,1399.07.01
212.16.77.230/32,blue1.aut.ac.ir,1399.07.01
95.80.190.46/32,vc1.tabrizu.ac.ir,1399.07.01
95.80.190.40/32,lms.tabrizu.ac.ir,1399.07.01
95.80.190.50/32,vc2.tabrizu.ac.ir,1399.07.01
95.80.190.53/32,vc4.tabrizu.ac.ir,1399.07.01
95.80.190.54/32,vc5.tabrizu.ac.ir,1399.07.01
86.104.37.133/32,live.szschool.ir,1399.07.01
86.104.37.132/32,vs.szschool.ir,1399.07.01
87.107.146.20/32,class.mathtv.ir,1399.06.31
86.104.32.92/32,www.saminyad.ir,1399.06.31
5.63.11.106/32,lib.valiasr-aj.com,1399.06.31
185.252.30.103/32,damdash.com,1399.06.31
80.191.168.157/32,ocvc.uk.ac.ir,1399.06.31
80.191.168.62/32,Lms1.uk.ac.ir,1399.06.31
46.249.122.198/32,My.uk.ac.ir,1399.06.31
80.191.168.215/32,My.uk.ac.ir,1399.06.31
80.191.168.93/32,My.uk.ac.ir,1399.06.31
80.191.168.62/32,Lms7.uk.ac.ir,1399.06.31
80.191.168.62/32,Lms10.uk.ac.ir,1399.06.31
46.249.122.196/32,Lms7.uk.ac.ir,1399.06.31
46.249.122.196/32,Lms4.uk.ac.ir,1399.06.31
46.249.122.196/32,Lms1.uk.ac.ir,1399.06.31
46.249.122.196/32,Lms10.uk.ac.ir,1399.06.31
80.191.168.203/32,Lms11.uk.ac.ir,1399.06.31
80.191.168.203/32,Lms2.uk.ac.ir,1399.06.31
80.191.168.203/32,Lms5.uk.ac.ir,1399.06.31
80.191.168.203/32,Lms8.uk.ac.ir,1399.06.31
46.249.122.195/32,Lms11.uk.ac.ir,1399.06.31
46.249.122.195/32,Lms2.uk.ac.ir,1399.06.31
46.249.122.195/32,Lms5.uk.ac.ir,1399.06.31
46.249.122.195/32,Lms8.uk.ac.ir,1399.06.31
185.143.232.0/22,tecparsnet.ir,1399.06.31
93.126.25.2/32,automation.aui.ac.ir/,1399.06.31
93.126.25.11/32,webinar.aui.ac.ir,1399.06.31
93.126.25.11/32,vc.aui.ac.ir,1399.06.31
5.160.59.136/25,tour.bzte.ac.ir,1399.06.31
5.160.59.132/25,e-learning.bzte.ac.ir,1399.06.31
5.160.59.135/25,e-learning3.bzte.ac.ir,1399.06.31
5.160.59.131/25,erp.bzte.ac.ir,1399.06.31
94.182.186.70/32,w12.rezvanweb.com,1399.06.31
194.59.171.48/32,s1.shahrtashacademy.com,1399.06.30
185.229.29.231/32,upload.bia2host.com,1399.06.30
80.191.172.17/32,vu.usb.ac.ir,1399.06.30
80.191.172.71/32,vc.usb.ac.ir,1399.06.30
80.191.172.45/32,webinar.usb.ac.ir,1399.06.30
78.38.114.29/32,velayat.ac.ir/fa,1399.06.30
78.38.114.13/32,simorgh.velayat.ac.ir/simwebclt/WebAccess/SimwebPortal.dll,1399.06.30
130.185.79.125/32,s1.zhesto.ir/,1399.06.30
80.191.172.20/32,lms.usb.ac.ir,1399.06.30
158.58.187.212/32,www.yazdaneiranian.ir,1399.06.30
78.38.114.9/32,food.velayat.ac.ir/,1399.06.30
78.38.114.14/32,webinar.velayat.ac.ir/system/login?domain=webinar.velayat.ac.ir&next=%2Fadmin%3Fdomain%3Dwebi,1399.06.30
217.144.104.57/32,zhesto.ir,1399.06.30
185.120.222.248/32,bj70.softsaaz.ir/,1399.06.30
185.120.222.248/32,yt82.softsaaz.ir/,1399.06.30
78.38.114.8/32,golestan.velayat.ac.ir/home/Default.htm,1399.06.30
185.120.222.248/32,du76.softsaaz.ir/,1399.06.30
185.120.222.248/32,oz94.softsaaz.ir/,1399.06.30
80.191.172.72/32,media.usb.ac.ir,1399.06.30
80.191.200.54/32,vc5.tabrizu.ac.ir,1399.06.30
80.191.200.53/32,vc4.tabrizu.ac.ir,1399.06.30
78.38.114.45/32,webinar2.velayat.ac.ir/b,1399.06.30
80.191.200.52/32,vc3.tabrizu.ac.ir,1399.06.30
80.191.172.18/32,vle.usb.ac.ir,1399.06.30
185.18.212.15/32,meeting.artit.ir,1399.06.30
80.191.200.50/32,vc2.tabrizu.ac.ir,1399.06.30
86.104.33.227/32,online.rahpooyan.ir/,1399.06.30
185.97.117.153/32,storage2.gama.ir,1399.06.30
5.253.25.30/32,live.gama.ir,1399.06.30
80.191.200.46/32,vc1.tabrizu.ac.ir,1399.06.30
185.120.222.248/32,jw78.softsaaz.ir/,1399.06.30
185.120.222.248/32,et56.softsaaz.ir/,1399.06.30
185.120.222.248/32,pl96.softsaaz.ir/,1399.06.30
185.18.212.13/32,rayej.id.ir,1399.06.30
80.191.168.204/32,Lms12.uk.ac.ir,1399.06.30
46.249.122.194/32,Lms12.uk.ac.ir,1399.06.30
80.191.168.204/32,Lms9.uk.ac.ir,1399.06.30
46.249.122.194/32,Lms9.uk.ac.ir,1399.06.30
80.191.168.204/32,Lms6.uk.ac.ir,1399.06.30
46.249.122.194/32,Lms6.uk.ac.ir,1399.06.30
80.191.168.204/32,Lms3.uk.ac.ir,1399.06.30
46.249.122.194/32,Lms3.uk.ac.ir,1399.06.30
80.191.168.63/32,Vc1.uk.ac.ir,1399.06.30
46.249.122.199/32,Vc2.uk.ac.ir,1399.06.30
46.249.122.201/32,Vc3.uk.ac.ir,1399.06.30
46.249.122.202/32,Vc4.uk.ac.ir,1399.06.30
80.191.168.245/32,Vc4.uk.ac.ir,1399.06.30
80.191.168.206/32,vc5.uk.ac.ir,1399.06.30
87.107.152.78/32,mobin.uk.ac.ir,1399.06.30
87.107.152.76/32,Online1.uk.ac.ir,1399.06.30
87.107.152.77/32,Online2.uk.ac.ir,1399.06.30
89.47.203.11/32,elearn1.iasbs.ac.ir,1399.06.30
85.185.211.15/32,owl.iasbs.ac.ir,1399.06.30
37.152.167.11/32,elearn2.iasbs.ac.ir,1399.06.30
89.32.250.162/32,iranscout.ir/,1399.06.30
80.191.200.40/32,lms.tabrizu.ac.ir,1399.06.30
5.144.133.245/32,live12003.e-ili.ir,1399.06.29
130.185.72.121/32,live10005.e-ili.ir,1399.06.29
130.185.72.119/32,live10004.e-ili.ir,1399.06.29
130.185.72.112/32,live10003.e-ili.ir,1399.06.29
130.185.72.110/32,live10002.e-ili.ir,1399.06.29
130.185.72.108/32,live10001.e-ili.ir,1399.06.29
45.149.76.209/32,live8004.e-ili.ir,1399.06.29
45.149.76.225/32,live8003.e-ili.ir,1399.06.29
45.149.76.237/32,live7004.e-ili.ir,1399.06.29
45.149.76.205/32,live8002.e-ili.ir,1399.06.29
185.141.168.54/32,melosound.ir,1399.06.29
45.149.76.179/32,live8001.e-ili.ir,1399.06.29
45.149.76.174/32,live7001.e-ili.ir,1399.06.29
45.149.76.12/32,live7002.e-ili.ir,1399.06.29
45.149.76.117/32,live7003.e-ili.ir,1399.06.29
45.149.76.35/32,live6002.e-ili.ir,1399.06.29
45.149.76.88/32,live6003.e-ili.ir,1399.06.29
45.149.76.226/32,live6004.e-ili.ir,1399.06.29
45.149.76.210/32,live5002.e-ili.ir,1399.06.29
45.149.76.211/32,live5003.e-ili.ir,1399.06.29
45.149.76.212/32,live5004.e-ili.ir,1399.06.29
45.149.76.207/32,live5005.e-ili.ir,1399.06.29
45.149.76.232/32,live6001.e-ili.ir,1399.06.29
45.147.78.222/32,lms2.soore.ac.ir,1399.06.29
45.149.76.206/32,live5001.e-ili.ir,1399.06.29
45.149.76.59/32,live4005.e-ili.ir,1399.06.29
45.149.76.188/32,live4002.e-ili.ir,1399.06.29
45.149.76.190/32,live4003.e-ili.ir,1399.06.29
45.149.76.203/32,live4004.e-ili.ir,1399.06.29
45.149.76.178/32,live4001.e-ili.ir,1399.06.29
45.149.76.160/32,live3005.e-ili.ir,1399.06.29
45.149.76.172/32,live3004.e-ili.ir,1399.06.29
45.149.76.159/32,live3003.e-ili.ir,1399.06.29
45.149.76.109/32,live3002.e-ili.ir,1399.06.29
45.149.76.94/32,live3001.e-ili.ir,1399.06.29
94.139.172.165/32,360.kahkeshan.com/,1399.06.29
45.149.76.134/32,live2003.e-ili.ir,1399.06.29
45.149.76.135/32,live19004.e-ili.ir,1399.06.29
45.149.76.136/32,live2005.e-ili.ir,1399.06.29
94.139.172.165/32,customer.kahkeshan.com/,1399.06.29
45.149.76.125/32,live1005.e-ili.ir,1399.06.29
45.149.76.132/32,live2001.e-ili.ir,1399.06.29
45.149.76.133/32,live2002.e-ili.ir,1399.06.29
45.149.76.125/32,live1004.e-ili.ir,1399.06.29
45.149.76.123/32,live1003.e-ili.ir,1399.06.29
45.149.76.121/32,live1002.e-ili.ir,1399.06.29
45.149.76.122/32,live1001.e-ili.ir,1399.06.29
5.144.133.227/32,cloud4.webinaronline.ir,1399.06.29
212.33.193.76/32,dl3.soft98.ir,1399.06.29
89.32.250.164/32,zolalsara.ir,1399.06.29
78.38.114.5/32,webmail.velayat.ac.ir/,1399.06.29
185.143.233.21/32,LMSSPACE.COM,1399.06.29
194.59.171.21/29,s2.lmsspace.com,1399.06.29
78.38.114.6/32,oa.velayat.ac.ir:8080/faces/pages/security/login.xhtml,1399.06.29
212.33.205.24/32,online.rubru.me,1399.06.29
185.49.84.98/32,cdn1.myket.ir,1399.06.29
185.49.84.102/32,cdn7.myket.ir,1399.06.29
185.78.22.18/32,dlfun.ir/,1399.06.29
185.78.22.18/32,reza-sadeghi.ir/,1399.06.29
92.114.19.214/32,vc.yazd.ac.ir,1399.06.29
92.114.19.211/32,c1connectm1.yazd.ac.ir,1399.06.29
92.114.19.212/32,c1connectm2.yazd.ac.ir,1399.06.29
92.114.19.213/32,c1connectm3.yazd.ac.ir,1399.06.29
185.181.182.56/32,m.iki.ac.ir,1399.06.29
92.114.19.222/32,el.yazd.ac.ir,1399.06.29
217.219.67.141/32,pooya.hsu.ac.ir,1399.06.29
217.219.67.189/32,journals.hsu.ac.ir,1399.06.29
217.219.67.188/32,cnf.hsu.ac.ir/fa,1399.06.29
171.22.26.109/32,madresedoost.ir,1399.06.29
94.182.132.43/32,anten.app/,1399.06.29
94.182.132.40/32,anten.app/,1399.06.29
185.94.97.106/32,sahelisp.ir,1399.06.29
93.126.40.15/32,class13.ui.ac.ir,1399.06.29
185.83.115.95/32,live12004.e-ili.ir,1399.06.29
5.144.133.246/32,live12005.e-ili.ir,1399.06.29
5.144.133.198/32,live13005.e-ili.ir,1399.06.29
5.144.133.197/32,live13004.e-ili.ir,1399.06.29
5.144.133.196/32,live13003.e-ili.ir,1399.06.29
5.144.133.201/32,live14002.e-ili.ir,1399.06.29
5.144.133.202/32,live14003.e-ili.ir,1399.06.29
5.144.133.203/32,live14004.e-ili.ir,1399.06.29
5.144.133.204/32,live14005.e-ili.ir,1399.06.29
5.144.133.220/32,live16001.e-ili.ir,1399.06.29
5.144.133.221/32,live16002.e-ili.ir,1399.06.29
5.144.133.222/32,live16003.e-ili.ir,1399.06.29
5.144.133.223/32,live16004.e-ili.ir,1399.06.29
5.144.133.224/32,live16005.e-ili.ir,1399.06.29
5.144.133.211/32,live17001.e-ili.ir,1399.06.29
5.144.133.212/32,live17002.e-ili.ir,1399.06.29
5.144.133.214/32,live17004.e-ili.ir,1399.06.29
5.144.133.215/32,live17005.e-ili.ir,1399.06.29
45.149.76.2/32,live18001.e-ili.ir,1399.06.29
45.149.76.219/32,live18002.e-ili.ir,1399.06.29
45.149.76.143/32,live19001.e-ili.ir,1399.06.29
45.149.76.144/32,live19002.e-ili.ir,1399.06.29
45.149.76.145/32,live19003.e-ili.ir,1399.06.29
45.149.76.146/32,live19004.e-ili.ir,1399.06.29
185.128.139.182/32,entekhabclick.ir/,1399.06.29
5.144.133.253/32,class.ngurmia.com,1399.06.29
5.144.133.250/32,class1.ngurmia.com,1399.06.29
212.33.193.77/32,dl2.p30day.ir,1399.06.29
212.33.193.77/32,dl7.p30day.ir,1399.06.29
5.144.133.251/32,class2.ngurmia.com,1399.06.29
212.33.193.77/32,dls.p30day.ir,1399.06.29
212.33.193.77/32,dlx.p30day.ir,1399.06.29
185.120.222.248/32,mi24.softsaaz.ir/,1399.06.29
212.33.193.77/32,dl5.p30day.ir,1399.06.29
212.33.193.77/32,dla.p30day.ir,1399.06.29
212.33.193.77/32,dl8.p30day.ir,1399.06.29
5.144.133.254/32,lms.ngurmia.com,1399.06.29
5.144.133.252/32,class3.ngurmia.com,1399.06.29
5.144.133.236/32,live.daneshurmia.com,1399.06.29
5.144.133.232/32,live1.daneshurmia.com,1399.06.29
5.144.133.233/32,live2.daneshurmia.com,1399.06.29
5.144.133.234/32,live3.daneshurmia.com,1399.06.29
5.144.133.235/32,live4.daneshurmia.com,1399.06.29
5.144.133.231/32,lms.daneshurmia.com,1399.06.29
80.75.14.71/32,lms.ostadshahryar.com,1399.06.29
79.175.152.163/32,class.ostadshahryar.com,1399.06.29
5.144.133.248/32,class.sabzschool.com,1399.06.29
78.109.196.187/32,lms.sabzschool.com	,1399.06.29
5.144.133.249/32,class.matinurmia.com,1399.06.29
78.109.196.133/32,andisheieborna.com,1399.06.29
5.63.14.48/32,sv2.riotteam.ir,1399.06.29
5.144.133.247/32,class.andisheieborna.com,1399.06.29
